	chart	title	artist	weeks	rank	query_week	lyrics
12	r-b-hip-hop-songs	Bad Things	Machine Gun Kelly x Camila Cabello	21.0	9.0	2017-03-18	"Am I out of my head?
Am I out of my mind?
If you only knew the bad things I like
Don't think that I can explain it
What can I say, it's complicated
Don't matter what you say
Don't matter what you do
I only wanna do bad things to you
So good, that you can't explain it
What can I say, it's complicated

Nothing's that bad
If it feels good
So you come back
Like I knew you would
And we're both wild
And the night's young
And you're my drug
Breathe you in 'til my face numb
Drop it down to that bass drum
I got what you dream about
Nails scratchin' my back tatt
Eyes closed while you scream out
And you keep me in with those hips
While my teeth sink in those lips
While your body's giving me life
And you suffocate in my kiss
Then you said

I want you forever
Even when we're not together
Scars on my body so I can take you wherever
I want you forever
Even when we're not together
Scars on my body I can look at you whenever

...


(1409614428508)"
13	r-b-hip-hop-songs	Fake Love	Drake	19.0	9.0	2017-03-11	"Yeah, yeah

I've been down so long it look like up to me
They look up to me
I got fake people showin' fake love to me
Straight up to my face
Straight up to my face
I've been down so long it look like up to me
They look up to me
I got fake people showin' fake love to me
Straight up to my face
Straight up to my face

Somethin' ain't right when we talkin'
Somethin' ain't right when we talkin'
Look like you hidin' your problems
Really you never was all in
No you can't son me, you won't never get to run me
Just when shit look out of reach, I reach back like one, three
Like one, three, yeah

That's when they smile in my face
Whole time they wanna take my place
Whole time they wanna take my place
...


(1409614428508)"
14	r-b-hip-hop-songs	Starboy	The Weeknd Featuring Daft Punk	24.0	11.0	2017-03-11	"I'm tryna put you in the worst mood, ah
P1 cleaner than your church shoes, ah
Milli point two just to hurt you, ah
All red Lamb' just to tease you, ah
None of these toys on lease too, ah
Made your whole year in a week too, yah
Main bitch out your league too, ah
Side bitch out of your league too, ah

House so empty, need a centerpiece
Twenty racks a table, carved from ebony
Cut that ivory into skinny pieces
Then she clean it with her face man I love my baby
You talking money, need a hearing aid
You talking 'bout me, I don't see a shade
Switch out my side, I'll take any lane
I switch out my car if I kill any pain

Look what you've done
I'm a motherfucking Starboy
Look what you've done
I'm a motherfucking Starboy

Every day a nigga try to test me, ah
...


(1409614428508)"
15	r-b-hip-hop-songs	Black Beatles	Rae Sremmurd Featuring Gucci Mane	28.0	9.0	2017-03-04	"Black beatles in the city be back immediately to confiscate the moneys
Rae Sremm, Guwop, Mike WiLL!
I sent flowers, but you said you didn't receive 'em
But you said you didn't need them

That girl is a real crowd pleaser
Small world, all her friends know me
Young bull livin' like an old geezer
Release the cash, watch it fall slowly
Frat girls still tryna get even
Haters mad for whatever reason
Smoke in the air, binge drinkin'
They lose it when the DJ drops the needle

Gettin' so cold I'm not blinkin'
What in the world was I thinkin'?
New day, new money to be made
There is nothing to explain
I'm a fuckin black Beatle, cream seats in the Regal
Rockin John Lennon lenses like to see 'em spread eagle
Took a bitch to the club and let her party on the table
Screamin' ""everybody's famous""
Like clockwork, I blow it all
And get some more
Get you somebody that can do both
Black Beatles got the babes belly rolling
She think she love me
...


(1409614428508)"
16	r-b-hip-hop-songs	T-Shirt	Migos	6.0	13.0	2017-03-04	"Seventeen five, same color T-Shirt

Mama told me (aye) not to sell work (mama)
Seventeen five, same color T-shirt (white)
Mama told me (aye) not to sell work (mama)
Seventeen five, same color T-shirt (yeah)

Young nigga poppin' with a pocket full of cottage (ay)
Woah kemosabe, chopper aimin' at your noggin (ay)
Had to cop the Audi, then the top I had to chop it (skrt skrt)
Niggas pocket watchin', so I gotta keep the rocket (glaw)

Neck water faucet (water), mocking birds mocking (woo)
Act pint, stocking (act), nats keep thotting (nats)
Wrist on hockey (hockey), wrist on rocky (Rocky)
Lotta niggas copy, name someone can stop me (no one)
Bitches call me papi, (bitch!), 'sace that's my hobby ('sace)
Scotty on the molly, pocket rocket from O'Reilly
One off in the chamber, ain't no need for me to cock it
Niggas get to droppin' when that Draco get to poppin'
All I want is cottage, roll a cigar full of broccoli (Cookie)
No check, want all cash, nigga I don't do deposits
Bitches cross the border, nigga, bitches from the tropics
I'ma get that bag nigga, ain't no doubt about it (yup)
I'ma feed my family nigga, ain't no way around it (family)
...


(1409614428508)"
17	r-b-hip-hop-songs	Congratulations	Post Malone Featuring Quavo	10.0	13.0	2017-02-25	"Mm-mmm
Yeah, yeah
Mm-mmm
Yeah

My momma called, seen you on TV, son
Said shit done changed ever since we was on
I dreamed it all ever since I was young
They said I wouldn't be nothing
Now they always say congratulations
Worked so hard, forgot how to vacation
They ain't never had the dedication
People hatin', say we changed and look, we made it
Yeah, we made it

They was never friendly, yeah
Now I'm jumping out the Bentley, yeah
And I know I sound dramatic, yeah
But I know I had to have it, yeah
For the money, I'm a savage, yeah
I be itching like a addict, yeah
I'm surrounded, twenty bad bitches, yeah
But they didn't know me last year, yeah
Everyone wanna act like they important
(Yeah, yeah, yeah, yeah, yeah, yeah)
But all that mean nothing when I saw my dog
...


(1409614428508)"
18	r-b-hip-hop-songs	Party	Chris Brown Featuring Usher & Gucci Mane	9.0	14.0	2017-02-25	"Oh, hey
Yeah, it's Breezy
Yeah, yeah, yeah

Pulled up on your bitch, tell your man I'm sorry
Hundred on my wrist, jumpin' out the 'rari
Ooh, she hit the splits, she know how to party
When I'm with my clique, we know how to party
How to party, yeah, we know how to party
How to party, yeah, we know how to party
How to party, yeah, we know how to party
How to party, yeah, we know how to party

Bitches dancin' naked in my livin' room
She straight out of college, just turned 22
Girl, get your money up, I ain't even mad at you
Got you all on me, makin' these niggas catchin' attitudes
Tell 'em don't start it, my niggas retarded
Fuck the judge and the sentence, huh, I got a good lawyer
I got a few girls on the way, baby girl, you ain't leavin'
It's my birthday with the cake, fuck it up, then let me eat it

Pulled up on your bitch, tell your man I'm sorry
...


(1409614428508)"
19	r-b-hip-hop-songs	Caroline	Amine	26.0	10.0	2017-02-18	"Listen man
What's up?
I heard you done got you a dime piece, man
Hell naw, man
One of them Beyoncé, Meagan Good types, man
Nah, nah, nah
Is that true, man?
I just wanna know
Probably not
I mean, shit to be honest with you, man, she's a...

Bad thang, fine as hell, thick as fuck
Oh my god, that's my baby
Caroline, you divine
Mighty fine
Shawty really blow the pipe (that's true)
Like a pro
Fuck you thought
Holy shit, I'm really lit
It's looking like it's 'bout time to fuck it up
Caroline, listen up, don't wanna hear
About ya horoscope or what the future holds
Shut up and shut up and
Lets get gory, like a Tarantino movie
Don't wanna talk it out, can we fuck it out?
Cause we gon' be up all night, fuck a decaf
You say I'm a tall thug, guess I'm a G-raffe
If ya want safe-sex, baby use the knee pads
...


(1409614428508)"
20	r-b-hip-hop-songs	No Favors	Big Sean Featuring Eminem	1.0	11.0	2017-02-18	"Make it, make it, make it, boy, we gotta make it
You can save your hand, I ain't gotta shake it
Everything lined up for the taking
And what I need from em? No favors
Clique too big, bread? gotta break it
Cause these others lowkey with the snaking faking
Everything lined up for the taking
And what I need from 'em?
No favors, no favors
What I need? No favors
Everything lined up for the taking
And what I need from 'em? no favors

I'm about getting the job done, boy up every night
I'm about rolling a seven, when I toss up the dice
I'm about getting my logo off, flooded with ice
I'm about taking a risk, that might fuck up your life
Tell 'em point and shoot like camera crews
In front of cameras too (brrr)
Damn, Sean, what happened to the humble attitude?
I'm like ""niggas took the flow but I'm still standing too""
Thought I had the Midas touch and then I went platinum too
Mother fuck all your comparisons
I've been talking to God like that's my therapist
I'm African-American in America
I ain't inherit shit but a millionaire under 30
So He must be hearing shit
Don, don, don, life, I do this for the crib
The D to Flint who get sick with lead
Others get the hit with the laugh
From where they need a handout
But they tell you put hands up
Only deals I have is from the Sam's Club
Now it's blue blood in my veins, so you know where I came from
Born in a world going where they told me I can't go
In my lane, though, I'm in the same boat as Usain Bolt
Get ahead by any means so the head's what I aim for
When my grandma died, I realized I got an angel
Show me everything's a blessing depending on the angles
Look, I am the anomaly, never needed favors or apologies
That's my new lifetime policy
Wood grain steering wheel this bitch feel like a pirate ship
How many hot verses till you bitches start acknowledging
The pictures we been painting, my nigga
...


(1409614428508)"
21	r-b-hip-hop-songs	Juju On That Beat (TZ Anthem)	Zay Hilfigerrr & Zayion McCall	20.0	13.0	2017-02-11	"do that one dance babe
that one dance, yeah
oh, you know how to do that
baby, do it for your grandma
come on, I'm old and im trying to learn
oh yeah, do it
o my God, o my god
girl ain't that Zay and zayion
yes, don't they have a girlfriend
Girl, i don't care
i don't care girl
he still cool yeah
walked in this party
And these girls looking at me
skinny jeans on and you know my hair nappy
aye aye aye aye okay okay
i want y'all to do this like

juju on the beat, juju on the beat
...


(1409614428508)"
22	r-b-hip-hop-songs	Love Me Now	John Legend	17.0	14.0	2017-02-11	"Pulling me further
Further than I've been before
Making me stronger
Shaking me right to the core, oh
I don't know what's in the stars
Never heard it from above, the world isn't ours
But I know what's in my heart
If you ain't mine I'll be torn apart

I don't know who's gonna kiss you when I'm gone
So I'm gonna love you now, like it's all I have
I know it'll kill me when it's over
I don't wanna think about it, I want you to love me now

I don't know who's gonna kiss you when I'm gone
So I'm gonna love you now, like it's all I have
I know it'll kill me when it's over
I don't wanna think about it, I want you to love me now

(Love me now, love me now)
...


(1409614428508)"
23	r-b-hip-hop-songs	X	21 Savage & Metro Boomin Featuring Future	26.0	16.0	2017-02-04	"10 bad bitches in a mansion
Wrist on Milly Rock them diamonds on me dancin'
When you workin' hard then your money start expandin'
I got model bitches wanna lick me like some candy
And them drugs come in handy
Last name Savage bitch, but no I'm not Randy
Hit her with no condom, had to make her eat a plan B
And I'm sippin' on that Codeine, not Brandy

I'm just stuntin' on my ex-bitch
I'm just flexin' on my ex-bitch
Hold up, I'm just stuntin' on my ex-bitch
Hold up, I'm just flexin' on my ex-bitch
Fuck a wedding ring, I bought a necklace
Diamonds got the flu, try not to catch this
I left that ho alone 'cause she was ratchet
All these bitches salty, they can't stand me

Flexin' on that bitch, hold up
Bought a necklace on that bitch, hold up
Her friend gon' lick me like a fruit roll up
She in her feelins' on the 'Gram, grow up
21, flexin' on that bitch, hold up
I ain't textin' back that bitch, hold up
I ain't stressin' bout that bitch, hold up
21 gon' get the stick, hold up
...


(1409614428508)"
24	r-b-hip-hop-songs	Deja Vu	J. Cole	7.0	17.0	2017-02-04	"Aye, put a finger in the sky if you want it nigga
Aye, put two fingers in the sky if you want it
Aye, put a finger in the sky if you want it nigga
Aye, put two fingers in the sky if you want it
Aye, put a finger in the sky if you want it nigga
Aye, put two fingers in the sky if you want it
Aye, put a finger in the sky if you want it nigga
Aye, put two fingers in the sky if you want it

Sometimes you worry bout the things he can provide for ya
Whenever you around I seen it come alive for ya
I finally recognize the feelings that's inside for ya
Although I know your man and trust me he would die for ya
These quiet thoughts of you been going on for years now
I saw you in the party soft lips soft spoken
I came and talked to you but homie interfered now
He introduced you as his girl and I was heartbroken
Some people talk about that love at first sight shit
To keep it real I don't know whether I believe it's true
But if it is than tell me if I'm wrong or right if
I fell in love with you before I ever even knew
I catch your eye then look away as if it never happened
At times I feel as though I'm caught up In a strange dream
If eyes could talk then mines would tell ya that I'm feeling you
Sometimes I swear your eyes be telling me the same thing

She fuck with small town niggas I got bigger dreams
She fuck with small town niggas I got bigger dreams (listen)
She fuck with small town niggas I got bigger dreams
She fuck with small town niggas I got bigger dreams (listen)

...


(1409614428508)"
25	r-b-hip-hop-songs	Party Monster	The Weeknd	9.0	14.0	2017-01-28	"I'm good, I'm good, I'm great
Know it's been a while, now I'm mixing up the drank
I just need a girl who gon' really understand
I just need a girl who gon' really understand

I'm good, I'm good, I'm great
Know it's been a while, now I'm mixing up the drank
I just need a girl who gon' really understand
I just need a girl who gon' really understand

And I've seen her get richer in the pole
I've seen her, I knew she had to know
I've seen her take down that tequila
Down by the liter, I knew I had to meet her
Ooh, she mine
Ooh girl, bump and grind
Ooh, she mine
Ooh girl, bump a line
Angelina, lips like Angelina
Like Selena, ass shaped like Selena

I'm like, got up, thank the Lord for the day
Woke up by a girl, I don't even know her name
Woke up by a girl, I don't even know her name
(Woke up, woke up by a girl, I don't even know her name)

Got up, thank the Lord for the day
Woke up by a girl, I don't even know her name
Woke up by a girl, I don't even know her name
(Woke up, woke up by a girl, I don't even know her name)

...


(1409614428508)"
26	r-b-hip-hop-songs	Chill Bill	Rob $tone Featuring J. Davi$ & Spooks	26.0	16.0	2017-01-28	"Rob $tone 2 damn phones
Babylons can't crack the code
Used to sip out styrofoam but figured i should stick to dro (weed!)
Backwoods overload dont like to smoke them swishers hoe
If you hit my liqour store it 50 cents for single puffs
Said she wanna roll with me and smoke up all my weed
I said baby just buy dutches cuz you can't smoke for free
I got some loud but no money babe buy me a Fiji
She said you need a job, bitch fuck a job I still get trees

2 cell phones, Mr. Motha Fuck a thot
Mr. I be on that block
...


(1409614428508)"
27	r-b-hip-hop-songs	OOOUUU	Young M.A	22.0	15.0	2017-01-21	"Yo bro, I think I had too much Hennessy man
This Hennessy getting to me
I ain't gonna lie, I'm a little smizz
I'm a little drizz
But we in the club man, OOOUUU

Yea they hate but they broke though
(they broke though)
And when it's time to pop they a no-show
Yea I'm pretty but I'm loco
(yeah I'm loco)
The loud got me moving slow-mo
Ayo Tweetie, where the hoes bro?
(where the hoes bro)
Ayo Keys, where the hoes tho?
(where the hoes tho)
That other nigga, he a bozo
(he a bozo)
It's M.A, you don't know hoe?
(you don't know hoe)
We got liquor by the boatload (that Henny)
Disrespect the Lyfe that's a no-no
(that's a no-no)
All my niggas dressed in that rojo
(Redlyfe)
I ride for my guys, that's the bro code
(that's the bro code)
Baby gave me head, that's a low blow
(that's a low blow)
Damn she make me weak when she deepthroat
...


(1409614428508)"
28	r-b-hip-hop-songs	You Was Right	Lil Uzi Vert	31.0	16.0	2017-01-21	"Hit it from the back watch a nigga bless you
(If Young Metro don't trust you I'm gon' shoot you)
Crying in my arms like a nigga wrecked you
(Metro Boomin want some more nigga)

Ya alright, alright, alright
You was right I was wrong
Ya I should've never ever took her home
Ya I should've just boned
Ya fantasy on my phone
Ya hit it from the back watch a nigga bless you
Ya crying in my arms like a nigga wrecked you
Talking about a broken heart running to the restroom

Looked at my momma just like we rich
Looked at my bitch now we rich
Said we ain't got no minor setbacks
Counting all that money told that nigga just to bet that
I know that you ain't got it boy why you ain't just say that
...


(1409614428508)"
29	r-b-hip-hop-songs	No Heart	21 Savage & Metro Boomin	12.0	17.0	2017-01-14	"Young Savage, why you trappin' so hard?
Why these niggas cappin' so hard?
Why you got a 12 car garage?
Why you pullin' all these rappers cards?
Cause these niggas pussy and I'm hard
I turn that fucking soft into some hard
I grew up in the streets without no heart
I'm praying to my Glock and my card

I sit back and read like Cat in the Hat
21 Savage, the cat with the MAC
21 Savage not Boyz N The Hood but I pull up on you, shoot your ass in the back
Stuart Little, heard these niggas some rats
Pockets full of cheese, bitch I got racks
I'm a real street nigga bitch
I am not one of these niggas bangin' on wax
Pussy niggas love sneak dissing 'til I pull up on 'em, slap 'em out with the fire
Wet your mama's house, wet your grandma's house, keep shootin' until somebody die
So many shots the neighbor looked at the calendar, thought it was Fourth of July
You was with your friends playing Nintendo, I was playin' 'round with that fire
Seventh grade I got caught with a pistol, sent me to Pantherville
Eighth grade started playin' football, then I was like fuck the field
Ninth grade I was knocking niggas out, nigga like Holyfield
Fast forward nigga, 2016 and I'm screaming fuck a deal
...


(1409614428508)"
30	r-b-hip-hop-songs	Used To This	Future Featuring Drake	9.0	18.0	2017-01-14	"Zaytoven

Mexicano, working like I'm Mexicano
New persona, we're moving on from Ferragamo (I'm moving on)
Get the llama, I party with the real Madonna (yeah)
Beat the odds, do numbers and remain humble (Future)
Drop top Porsches, I'm so used to this
Smoking out the pound, I'm so used to this
I know where I'm from and I got used to this
Mansion in the hills, I got used to this

Shake your booty bitches, I got used to this
There's Iceland in my wrist, I done got used to this
Tropicana bitches, I got all kinda flavors
Selling dope all my life, I can't do minimum wage (nah)
Dirty-dirty muddy, I got used to this (gang)
I give you my heart till there ain't nothing to give (Future)
You know I fuck with Game if you know where we been (Freebandz)
How many niggas you know can just hop in the Benz?
Be honest to yourself, don't you ever pretend (tell 'em)
Don't ever play yourself, know when it all begins (you know)
...


(1409614428508)"
31	r-b-hip-hop-songs	Careless Whisper	Wham! Featuring George Michael	16.0	13.0	2017-01-07	"I feel so unsure
As I take your hand and lead you to the dance floor
As the music dies
Something in your eyes
Calls to mind the silver screen
And all its sad goodbyes

I'm never gonna dance again
Guilty feet have got no rhythm
Though it's easy to pretend
I know you're not a fool
Should've known better than to cheat a friend
And waste a chance that I'd been given
So I'm never gonna dance again
The way I danced with you

Time can never mend
The careless whispers of a good friend
To the heart and mind ignorance is kind
There's no comfort in the truth
Pain is all you'll find
...


(1409614428508)"
32	r-b-hip-hop-songs	Do You Mind	DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross	22.0	20.0	2017-01-07	"Another one
We The Best Music!

Yo, he ain't messing with no average chick, pop, pop
He got Nicki, he know that he hit the jackpot
Every baller tryna score, check them shot clocks
But I hit 'em with them 'Bron/Iguodala blocks
Eat the cake and he suck on my toes, yes
Hitting them home runs, I'll be like ""go Mets!""
I want a dude that'll still kiss me when he mad
Type to cop me diamonds, he can miss me with them bags

Girl we been right here, thinkin' 'bout it all night
Baby you should be up in my bed
Do you mind, do you mind? (DJ Khaled)
Baby you, do you mind? Do you mind? Do you mind?

I'm just tryna get to know ya
Get a little closer, maybe post up
Do you mind? Do you mind? Do you mind?
Do you mind? Do you mind? Do you mind?
Girl we been right here, thinkin' 'bout it all night
Baby you should be up in my bed
Do you mind, do you mind?
Baby you, do you mind? Do you mind? Do you mind?

You know, you know, you know, you know
He ain't got forever and ever
You know, you know, you know, you know
Let me be the one, baby you deserve better
You know, you know, you know, you know
We ain't got forever and ever
You know, you know, you know, you know
Let me be the one, baby do you mind? Do you mind?

Oh, do you mind if I talk to you?
And do you mind if I touch you there?
Girl, you know you can't do no better, baby
I know that it don't get no better than me
...


(1409614428508)"
1	dance-electronic-songs	Something Just Like This	The Chainsmokers & Coldplay	8.0	1.0	2017-04-22	"I've been reading books of old
The legends and the myths
Achilles and his gold
Hercules and his gifts
Spiderman's control
And Batman with his fists
And clearly I don't see myself upon that list

But she said, where'd you wanna go?
How much you wanna risk?
I'm not looking for somebody
With some superhuman gifts
Some superhero
Some fairytale bliss
Just something I can turn to
Somebody I can kiss

I want something just like this
Doo-doo-doo, doo-doo-doo
Doo-doo-doo
Oh, I want something just like this
Doo-doo-doo, doo-doo
...


(1409614428508)"
2	dance-electronic-songs	Paris	The Chainsmokers	14.0	2.0	2017-04-22	"We were staying in Paris
To get away from your parents
And I thought: ""Wow, if I could take this in a shot right now
I don't think that we could work this out""

Out on the terrace
I don't know if it's fair
But I thought: ""How could I let you fall by yourself
While I'm wasted with someone else?""

If we go down, then we go down together
They'll say you could do anything
They'll say that I was clever
If we go down, then we go down together
We'll get away with everything
Let's show them we are better
Let's show them we are better
Let's show them we are better

We were staying in Paris
To get away from your parents
You look so proud
Standing there with a frown and a cigarette
Posting pictures of yourself on the internet
...


(1409614428508)"
3	dance-electronic-songs	Rockabye	Clean Bandit Featuring Sean Paul & Anne-Marie	24.0	3.0	2017-04-15	"She works the night, by the water
She's gonna stress, so far away from her father's daughter
She just wants a life for her baby
All on her own, no one will come
She's got to save him
She tells him ""ooh love""

No one's ever gonna hurt you, love
I'm gonna give you all of my love
Nobody matters like you
She tells him ""your life ain't gonna be nothing like my life
You're gonna grow and have a good life

I'm gonna do what I've got to do""
So, rockabye baby, rockabye
I'm gonna rock you
Rockabye baby, don't you cry
Somebody's got you
Rockabye baby, rockabye
I'm gonna rock you
...


(1409614428508)"
4	dance-electronic-songs	It Ain't Me	Kygo x Selena Gomez	8.0	4.0	2017-04-15	"I had a dream
We were sipping whiskey neat
Highest floor, The Bowery
Nowhere's high enough
Somewhere along the lines
We stopped seeing eye to eye
You were staying out all night
And I had enough

No, I don't wanna know
Where you been or where you're goin'
But I know I won't be home
And you'll be on your own

Who's gonna walk you through the dark side of the morning?
Who's gonna rock you when the sun won't let you sleep?
Who's waking up to drive you home when you're drunk and all alone?
...


(1409614428508)"
5	dance-electronic-songs	Stay	Zedd & Alessia Cara	6.0	5.0	2017-04-08	"Waiting for the time to pass you by
Hope the winds of change will change your mind
I could give a thousand reasons why
And I know you

And you've got to

Make it on your own, but we don't have to grow up
We can stay forever young
Living on my sofa, drinking rum and cola

Underneath the rising sun
I could give a thousand reasons why
But you're going

And you know that

All you have to do is
Stay a minute

Just take your time
The clock is ticking
So stay
All you have to do is

Wait a second
Your hands on mine
...


(1409614428508)"
6	dance-electronic-songs	Closer	The Chainsmokers Featuring Halsey	36.0	6.0	2017-04-08	"Hey, I was doing just fine before I met you
I drink too much and that's an issue, but I'm okay
Hey, you tell your friends it was nice to meet them
But I hope I never see them again

I know it breaks your heart
Moved to the city in a broke-down car and
4 years, no calls
Now you're looking pretty in a hotel bar and
I-I-I can't stop
No, I-I-I can't stop

So, baby, pull me closer
In the back seat of your Rover
That I know you can't afford
Bite that tattoo on your shoulder

Pull the sheets right off the corner
Of that mattress that you stole
From your roommate back in Boulder
We ain't ever getting older

We ain't ever getting older
We ain't ever getting older
...


(1409614428508)"
7	dance-electronic-songs	Let Me Love You	DJ Snake Featuring Justin Bieber	33.0	7.0	2017-04-01	"Don't fall asleep
At the wheel, we've got a million miles ahead of us
Miles ahead of us
All that we need
Is a rude awakening to know we're good enough
Know we're good enough

Say go through the darkest of days
Heaven's a heartbreak away
Never let you go, never let me down
Oh it's been a hell of a ride
Driving the edge of a knife
Never let you go, never let me down

Don't you give up, nah, nah, nah
I won't give up, nah, nah, nah
Let me love you
Let me love you
Don't you give up, nah, nah, nah
...


(1409614428508)"
8	dance-electronic-songs	Slide	Calvin Harris Featuring Frank Ocean & Migos	5.0	8.0	2017-04-01	"I might empty my bank account
And buy that boy a wooden pipe
Buy that boy a wooden pipe
I might, I might
Empty my bank account
And buy that boy a wooden pipe
Buy that boy a wooden pipe
I might

Do you slide on all your nights like this?
Do you try on all your nights like this? (I might)
Put some spotlight on the slide
Whatever comes, comes too clear
Do you slide on all your nights like this?
Do you try on all your nights like this? (I might)
Put some spotlight on the side
And whatever comes, comes too clear

All this jewelry ain't no use when it's this dark
This my favorite part, we see the lights, they cut so far
It went too fast, we couldn't reach it with our arm
Wrist on the wrist, a link of charms, yeah
Player, we're still in Lincoln Park
It's like we could dye our own hair
...


(1409614428508)"
9	dance-electronic-songs	Call On Me	Starley	3.0	9.0	2017-03-25	"When you're low
And your knees can't rise
You feel helpless
And you're looking to the sky
Some people would say
To accept their fate
Well, if this is fate then we'll find a way to cheat

Cause, oh, oh, oh, oh, oh we'll say a little prayer
But, oh, oh, oh, oh, oh if the answer isn't fair

You know you can call on me
When you need somebody
You know you can call on me
When you can't stop the tears from falling down, d-down
You know you can call on me
Call on me, darling
...


(1409614428508)"
10	dance-electronic-songs	This Is What You Came For	Calvin Harris Featuring Rihanna	47.0	10.0	2017-03-25	"Baby, this is what you came for
Lightning strikes every time she moves
And everybody's watching her
But she's looking at you, ooh, ooh

You, ooh, ooh
You, ooh, ooh
You, ooh, ooh
You, ooh, ooh
You, ooh, ooh, ooh

Baby, this is what you came for
Lightning strikes every time she moves
And everybody's watching her
But she's looking at you, ooh, ooh

You, ooh, ooh
You, ooh, ooh
You, ooh, ooh
You, ooh, ooh
You, ooh, ooh, ooh

You, ooh, ooh
You, ooh, ooh
...


(1409614428508)"
11	dance-electronic-songs	Scared To Be Lonely	Martin Garrix & Dua Lipa	6.0	11.0	2017-03-18	"It was great at the very start
Hands on each other
Couldn't stand to be far apart
Closer the better

Now we're picking fights and slamming doors
Magnifying all our flaws
And I wonder why, wonder what for
Why we keep coming back for more

Is it just our bodies?
Are we both losing our minds?
Is the only reason you're holding me tonight
'Cause we're scared to be lonely?

Do we need somebody
Just to feel like we're alright?
Is the only reason you're holding me tonight
'Cause we're scared to be lonely?

...


(1409614428508)"
12	dance-electronic-songs	Just Hold On	Steve Aoki & Louis Tomlinson	13.0	12.0	2017-03-18	"Wish that you could build a time machine
So you could see
The things no one can see
Feels like you're standing on the edge
Looking at the stars
And wishing you were them

What do you do when a chapter ends?
Do you close the book and never read it again?
Where do you go when your story's done?
You can be who you were or who you'll become

Oh-oh-oh, oh-oh-oh-oh
If it all goes wrong
Oh-oh-oh, oh-oh-oh-oh
Darling, just hold on

The sun goes down, and it comes back up
The world, it turns no matter what
Oh-oh-oh, oh-oh-oh-oh
...


(1409614428508)"
13	dance-electronic-songs	Shooting Stars	Bag Raiders	2.0	12.0	2017-03-11	"It's late and I'm awake
Staring at the wall
Open up my window
Head floats out the door

No one else around
The shimmer takes my eye
I lift my head
Blinded by the sky

Feel my weight in front
Following the sound
Moves away so fast
Fall down to the ground

...


(1409614428508)"
14	dance-electronic-songs	Run Up	Major Lazer Featuring PARTYNEXTDOOR & Nicki Minaj	5.0	14.0	2017-03-11	"Barbie

Yeah
They thought that you was a shy girl
Until I made you my girl
Girl you pushed me like a big button
'Til I cuffed you like you did somethin'
You ain't gotta wait for it
You ain't gotta wait for me to give you my love
You ain't gotta wait for it
Things are gettin' sticky, girl I think that I'm stuck

I'll admit I'm wrong when I know that you gon' come for me
When you gon' come for me, yeah
Never gonna not not hit that, your lovin' is drugs to me
When you gon' come to me, yeah
And every time you hit my phone, when you say you need company, oh
I'ma run up on you
I'ma run up on you

I'ma run up on you
I'ma run up on you
I'ma run up on you
I'ma run up on you
I'ma run up on you
I'ma run up on you
I'ma run up on you
I'ma run up on you

...


(1409614428508)"
15	dance-electronic-songs	Cold Water	Major Lazer Featuring Justin Bieber & MO	32.0	8.0	2017-03-04	"Everybody gets high sometimes, you know
What else can we do when we're feeling low?
So take a deep breath and let it go
You shouldn't be drowning on your own

And if you feel you're sinking, I will jump right over
Into cold, cold water for you
And although time may take us into different places
I will still be patient with you
And I hope you know

I won't let go
I'll be your lifeline tonight
I won't let go
I'll be your lifeline tonight

...


(1409614428508)"
16	dance-electronic-songs	In The Name Of Love	Martin Garrix & Bebe Rexha	30.0	9.0	2017-03-04	"If I told you this was only gonna hurt
If I warned you that the fire's gonna burn
Would you walk in?
Would you let me do it first?
Do it all in the name of love

Would you let me lead you even when you're blind?
In the darkness, in the middle of the night
In the silence, when there's no one by your side
Would you call in the name of love?

In the name of love
Name of love
In the name of love
Name of love
In the name of

In the name, name
In the name, name

...


(1409614428508)"
17	dance-electronic-songs	Don't Let Me Down	The Chainsmokers Featuring Daya	54.0	5.0	2017-02-25	"Crashing, hit a wall
Right now I need a miracle
Hurry up now, I need a miracle
Stranded, reaching out
I call your name, but you're not around
I say your name, but you're not around

I need you, I need you, I need you right now
Yeah, I need you right now
So don't let me, don't let me, don't let me down
I think I'm losing my mind now

It's in my head, darling, I hope
That you'll be here when I need you the most
So don't let me, don't let me, don't let me down
D-don't let me down

Don't let me down
Don't let me down, down, down
Don't let me down, don't let me down, down, down
...


(1409614428508)"
